0.252,0.403
0.254,0.403
0.256,0.394
0.258,0.394
0.260,0.394
0.262,0.394
0.264,0.403
0.266,0.403
0.268,0.403
0.270,0.403
0.272,0.394
0.274,0.394
0.276,0.394
0.278,0.394
0.280,0.412
0.282,0.412
0.284,0.412
0.286,0.412
0.288,0.394
0.290,0.394
0.292,0.394
0.294,0.394
0.296,0.403
0.298,0.403
0.300,0.403
0.302,0.403
0.304,0.399
0.306,0.394
0.308,0.391
0.310,0.387
0.312,0.394
0.314,0.394
0.316,0.394
0.318,0.394
0.320,0.382
0.322,0.387
0.324,0.391
0.326,0.394
0.328,0.378
0.330,0.378
0.332,0.378
0.334,0.378
0.336,0.387
0.338,0.387
0.340,0.387
0.342,0.387
0.344,0.378
0.346,0.378
0.348,0.378
0.350,0.378
0.352,0.394
0.354,0.394
0.356,0.394
0.358,0.394
0.360,0.378
0.362,0.378
0.364,0.378
0.366,0.378
0.368,0.378
0.370,0.378
0.372,0.378
0.374,0.378
0.376,0.394
0.378,0.394
0.380,0.394
0.382,0.394
0.384,0.378
0.386,0.378
0.388,0.378
0.390,0.378
0.392,0.387
0.394,0.387
0.396,0.387
0.398,0.387
0.400,0.387
0.402,0.387
0.404,0.387
0.406,0.387
0.408,0.387
0.410,0.387
0.412,0.387
0.414,0.387
0.416,0.394
0.418,0.394
0.420,0.394
0.422,0.394
0.424,0.403
0.426,0.403
0.428,0.403
0.430,0.403
0.432,0.378
0.434,0.378
0.436,0.378
0.438,0.378
0.440,0.351
0.442,0.351
0.444,0.351
0.446,0.351
0.448,0.378
0.450,0.387
0.452,0.394
0.454,0.403
0.456,0.394
0.458,0.394
0.460,0.394
0.462,0.394
0.464,0.399
0.466,0.403
0.468,0.408
0.470,0.412
0.472,0.394
0.474,0.394
0.476,0.394
0.478,0.394
0.480,0.387
0.482,0.387
0.484,0.387
0.486,0.387
0.488,0.394
0.490,0.394
0.492,0.394
0.494,0.394
0.496,0.394
0.498,0.394
0.500,0.394
0.502,0.394
0.504,0.394
0.506,0.394
0.508,0.394
0.510,0.394
0.512,0.421
0.514,0.421
0.516,0.421
0.518,0.421
0.520,0.421
0.522,0.421
0.524,0.421
0.526,0.421
0.528,0.408
0.530,0.412
0.532,0.417
0.534,0.421
0.536,0.421
0.538,0.421
0.540,0.421
0.542,0.426
0.544,0.426
0.546,0.417
0.548,0.417
0.550,0.421
0.552,0.394
0.554,0.387
0.556,0.378
0.558,0.369
0.560,0.369
0.562,0.378
0.564,0.378
0.566,0.382
0.568,0.364
0.570,0.364
0.572,0.364
0.574,0.355
0.576,0.355
0.578,0.355
0.580,0.355
0.582,0.355
0.584,0.355
0.586,0.351
0.588,0.351
0.590,0.355
0.592,0.364
0.594,0.355
0.596,0.348
0.598,0.342
0.600,0.378
0.602,0.378
0.604,0.387
0.606,0.403
0.608,0.412
0.610,0.412
0.612,0.412
0.614,0.412
0.616,0.412
0.618,0.412
0.620,0.412
0.622,0.412
0.624,0.408
0.626,0.408
0.628,0.403
0.630,0.399
0.632,0.387
0.634,0.387
0.636,0.387
0.638,0.382
0.640,0.399
0.642,0.403
0.644,0.403
0.646,0.403
0.648,0.391
0.650,0.391
0.652,0.391
0.654,0.394
0.656,0.403
0.658,0.403
0.660,0.403
0.662,0.403
0.664,0.421
0.666,0.421
0.668,0.421
0.670,0.426
0.672,0.417
0.674,0.417
0.676,0.403
0.678,0.403
0.680,0.430
0.682,0.433
0.684,0.433
0.686,0.430
0.688,0.417
0.690,0.403
0.692,0.408
0.694,0.426
0.696,0.421
0.698,0.417
0.700,0.430
0.702,0.417
0.704,0.408
0.706,0.408
0.708,0.394
0.710,0.382
0.712,0.355
0.714,0.351
0.716,0.382
0.718,0.433
0.720,0.471
0.722,0.439
0.724,0.387
0.726,0.364
0.728,0.369
0.730,0.394
0.732,0.382
0.734,0.364
0.736,0.391
0.738,0.426
0.740,0.426
0.742,0.387
0.744,0.321
0.746,0.208
0.748,0.099
0.750,0.003
0.752,-0.094
0.754,-0.181
0.756,-0.233
0.758,-0.294
0.760,-0.385
0.762,-0.485
0.764,-0.551
0.766,-0.621
0.768,-0.657
0.770,-0.664
0.772,-0.651
0.774,-0.626
0.776,-0.594
0.778,-0.555
0.780,-0.534
0.782,-0.494
0.784,-0.446
0.786,-0.424
0.788,-0.376
0.790,-0.324
0.792,-0.273
0.794,-0.233
0.796,-0.172
0.798,-0.103
0.800,-0.037
0.802,-0.003
0.804,0.028
0.806,0.060
0.808,0.076
0.810,0.133
0.812,0.185
0.814,0.239
0.816,0.299
0.818,0.351
0.820,0.378
0.822,0.387
0.824,0.387
0.826,0.408
0.828,0.412
0.830,0.403
0.832,0.433
0.834,0.442
0.836,0.430
0.838,0.408
0.840,0.408
0.842,0.421
0.844,0.412
0.846,0.417
0.848,0.417
0.850,0.426
0.852,0.426
0.854,0.426
0.856,0.426
0.858,0.417
0.860,0.421
0.862,0.421
0.864,0.417
0.866,0.417
0.868,0.417
0.870,0.426
0.872,0.439
0.874,0.451
0.876,0.464
0.878,0.467
0.880,0.460
0.882,0.476
0.884,0.476
0.886,0.476
0.888,0.476
0.890,0.476
0.892,0.471
0.894,0.471
0.896,0.467
0.898,0.485
0.900,0.485
0.902,0.485
0.904,0.485
0.906,0.489
0.908,0.489
0.910,0.489
0.912,0.489
0.914,0.516
0.916,0.516
0.918,0.516
0.920,0.516
0.922,0.516
0.924,0.525
0.926,0.525
0.928,0.525
0.930,0.528
0.932,0.519
0.934,0.519
0.936,0.528
0.938,0.510
0.940,0.510
0.942,0.537
0.944,0.537
0.946,0.525
0.948,0.525
0.950,0.525
0.952,0.534
0.954,0.525
0.956,0.525
0.958,0.534
0.960,0.534
0.962,0.534
0.964,0.537
0.966,0.546
0.968,0.546
0.970,0.564
0.972,0.564
0.974,0.573
0.976,0.573
0.978,0.573
0.980,0.573
0.982,0.576
0.984,0.580
0.986,0.594
0.988,0.594
0.990,0.598
0.992,0.610
0.994,0.594
0.996,0.594
0.998,0.594
1.000,0.598
1.002,0.607
1.004,0.616
1.006,0.625
1.008,0.637
1.010,0.616
1.012,0.619
1.014,0.625
1.016,0.619
1.018,0.628
1.020,0.650
1.022,0.668
1.024,0.676
1.026,0.673
1.028,0.673
1.030,0.676
1.032,0.673
1.034,0.673
1.036,0.685
1.038,0.707
1.040,0.707
1.042,0.712
1.044,0.712
1.046,0.716
1.048,0.728
1.050,0.737
1.052,0.746
1.054,0.755
1.056,0.764
1.058,0.786
1.060,0.786
1.062,0.794
1.064,0.798
1.066,0.812
1.068,0.812
1.070,0.816
1.072,0.812
1.074,0.828
1.076,0.825
1.078,0.834
1.080,0.828
1.082,0.834
1.084,0.828
1.086,0.825
1.088,0.816
1.090,0.816
1.092,0.807
1.094,0.812
1.096,0.803
1.098,0.782
1.100,0.777
1.102,0.764
1.104,0.755
1.106,0.746
1.108,0.737
1.110,0.728
1.112,0.719
1.114,0.737
1.116,0.725
1.118,0.712
1.120,0.716
1.122,0.689
1.124,0.689
1.126,0.682
1.128,0.673
1.130,0.650
1.132,0.634
1.134,0.625
1.136,0.610
1.138,0.598
1.140,0.585
1.142,0.567
1.144,0.573
1.146,0.564
1.148,0.546
1.150,0.541
1.152,0.528
1.154,0.528
1.156,0.516
1.158,0.507
1.160,0.501
1.162,0.501
1.164,0.510
1.166,0.510
1.168,0.498
1.170,0.507
1.172,0.519
1.174,0.528
1.176,0.541
1.178,0.541
1.180,0.537
1.182,0.541
1.184,0.537
1.186,0.541
1.188,0.541
1.190,0.537
1.192,0.541
1.194,0.534
1.196,0.519
1.198,0.510
1.200,0.501
1.202,0.498
1.204,0.501
1.206,0.498
1.208,0.498
1.210,0.476
1.212,0.480
1.214,0.480
1.216,0.480
1.218,0.485
1.220,0.485
1.222,0.485
1.224,0.476
1.226,0.480
1.228,0.480
1.230,0.480
1.232,0.480
1.234,0.471
1.236,0.464
1.238,0.464
1.240,0.467
1.242,0.471
1.244,0.471
1.246,0.471
1.248,0.467
1.250,0.457
1.252,0.457
1.254,0.448
1.256,0.448
1.258,0.439
1.260,0.442
1.262,0.442
1.264,0.442
1.266,0.412
1.268,0.412
1.270,0.421
1.272,0.421
1.274,0.403
1.276,0.403
1.278,0.403
1.280,0.394
1.282,0.382
1.284,0.391
1.286,0.403
1.288,0.403
1.290,0.394
1.292,0.378
1.294,0.373
1.296,0.364
1.298,0.373
1.300,0.373
1.302,0.373
1.304,0.373
1.306,0.378
1.308,0.369
1.310,0.373
1.312,0.373
1.314,0.382
1.316,0.391
1.318,0.399
1.320,0.408
1.322,0.408
1.324,0.403
1.326,0.408
1.328,0.417
1.330,0.421
1.332,0.430
1.334,0.448
1.336,0.448
1.338,0.448
1.340,0.448
1.342,0.442
1.344,0.442
1.346,0.467
1.348,0.467
1.350,0.467
1.352,0.464
1.354,0.467
1.356,0.467
1.358,0.467
1.360,0.467
1.362,0.467
1.364,0.464
1.366,0.464
1.368,0.460
1.370,0.467
1.372,0.464
1.374,0.464
1.376,0.464
1.378,0.442
1.380,0.442
1.382,0.439
1.384,0.433
1.386,0.426
1.388,0.417
1.390,0.417
1.392,0.412
1.394,0.412
1.396,0.417
1.398,0.417
1.400,0.417
1.402,0.399
1.404,0.399
1.406,0.399
1.408,0.403
1.410,0.403
1.412,0.399
1.414,0.403
1.416,0.399
1.418,0.382
1.420,0.382
1.422,0.382
1.424,0.382
1.426,0.369
1.428,0.373
1.430,0.378
1.432,0.378
1.434,0.360
1.436,0.360
1.438,0.355
1.440,0.364
1.442,0.355
1.444,0.355
1.446,0.364
1.448,0.364
1.450,0.378
1.452,0.378
1.454,0.399
1.456,0.412
1.458,0.412
1.460,0.412
1.462,0.412
1.464,0.412
1.466,0.430
1.468,0.430
1.470,0.430
1.472,0.430
1.474,0.430
1.476,0.430
1.478,0.430
1.480,0.430
1.482,0.448
1.484,0.448
1.486,0.448
1.488,0.448
1.490,0.448
1.492,0.448
1.494,0.448
1.496,0.448
1.498,0.448
1.500,0.448
1.502,0.448
1.504,0.448
1.506,0.457
1.508,0.457
1.510,0.457
1.512,0.457
1.514,0.448
1.516,0.448
1.518,0.448
1.520,0.448
1.522,0.448
1.524,0.448
1.526,0.451
1.528,0.451
1.530,0.442
1.532,0.442
1.534,0.448
1.536,0.448
1.538,0.439
1.540,0.439
1.542,0.439
1.544,0.439
1.546,0.439
1.548,0.430
1.550,0.426
1.552,0.417
1.554,0.426
1.556,0.426
1.558,0.417
1.560,0.417
1.562,0.408
1.564,0.399
1.566,0.391
1.568,0.382
1.570,0.387
1.572,0.387
1.574,0.391
1.576,0.391
1.578,0.399
1.580,0.391
1.582,0.387
1.584,0.387
1.586,0.364
1.588,0.369
1.590,0.382
1.592,0.394
1.594,0.394
1.596,0.394
1.598,0.394
1.600,0.394
1.602,0.403
1.604,0.412
1.606,0.421
1.608,0.430
1.610,0.442
1.612,0.442
1.614,0.442
1.616,0.439
1.618,0.464
1.620,0.464
1.622,0.460
1.624,0.460
1.626,0.480
1.628,0.480
1.630,0.480
1.632,0.476
1.634,0.476
1.636,0.476
1.638,0.480
1.640,0.480
1.642,0.480
1.644,0.480
1.646,0.480
1.648,0.480
1.650,0.494
1.652,0.489
1.654,0.489
1.656,0.485
1.658,0.476
1.660,0.464
1.662,0.464
1.664,0.471
1.666,0.460
1.668,0.467
1.670,0.464
1.672,0.460
1.674,0.457
1.676,0.442
1.678,0.433
1.680,0.430
1.682,0.426
1.684,0.421
1.686,0.417
1.688,0.433
1.690,0.433
1.692,0.412
1.694,0.399
1.696,0.364
1.698,0.360
1.700,0.391
1.702,0.442
1.704,0.464
1.706,0.421
1.708,0.378
1.710,0.355
1.712,0.333
1.714,0.308
1.716,0.278
1.718,0.285
1.720,0.303
1.722,0.294
1.724,0.303
1.726,0.273
1.728,0.172
1.730,0.060
1.732,-0.049
1.734,-0.181
1.736,-0.303
1.738,-0.355
1.740,-0.382
1.742,-0.433
1.744,-0.517
1.746,-0.618
1.748,-0.700
1.750,-0.735
1.752,-0.761
1.754,-0.761
1.756,-0.730
1.758,-0.696
1.760,-0.673
1.762,-0.651
1.764,-0.648
1.766,-0.618
1.768,-0.569
1.770,-0.539
1.772,-0.517
1.774,-0.430
1.776,-0.333
1.778,-0.267
1.780,-0.197
1.782,-0.137
1.784,-0.081
1.786,-0.028
1.788,0.028
1.790,0.060
1.792,0.121
1.794,0.160
1.796,0.212
1.798,0.273
1.800,0.308
1.802,0.351
1.804,0.394
1.806,0.421
1.808,0.457
1.810,0.467
1.812,0.489
1.814,0.489
1.816,0.494
1.818,0.485
1.820,0.498
1.822,0.494
1.824,0.494
1.826,0.516
1.828,0.507
1.830,0.510
1.832,0.510
1.834,0.519
1.836,0.519
1.838,0.519
1.840,0.519
1.842,0.537
1.844,0.541
1.846,0.541
1.848,0.537
1.850,0.528
1.852,0.537
1.854,0.555
1.856,0.576
1.858,0.559
1.860,0.567
1.862,0.567
1.864,0.555
1.866,0.564
1.868,0.564
1.870,0.564
1.872,0.564
1.874,0.567
1.876,0.567
1.878,0.573
1.880,0.573
1.882,0.580
1.884,0.580
1.886,0.580
1.888,0.580
1.890,0.585
1.892,0.585
1.894,0.585
1.896,0.585
1.898,0.603
1.900,0.603
1.902,0.603
1.904,0.603
1.906,0.610
1.908,0.619
1.910,0.619
1.912,0.619
1.914,0.625
1.916,0.616
1.918,0.616
1.920,0.625
1.922,0.616
1.924,0.616
1.926,0.643
1.928,0.643
1.930,0.610
1.932,0.610
1.934,0.610
1.936,0.619
1.938,0.603
1.940,0.603
1.942,0.610
1.944,0.610
1.946,0.619
1.948,0.625
1.950,0.634
1.952,0.634
1.954,0.625
1.956,0.625
1.958,0.634
1.960,0.634
1.962,0.619
1.964,0.625
1.966,0.634
1.968,0.643
1.970,0.625
1.972,0.619
1.974,0.619
1.976,0.628
1.978,0.646
1.980,0.646
1.982,0.646
1.984,0.650
1.986,0.634
1.988,0.643
1.990,0.650
1.992,0.664
1.994,0.685
1.996,0.689
1.998,0.694
2.000,0.689
2.002,0.712
2.004,0.728
2.006,0.743
2.008,0.746
2.010,0.764
2.012,0.768
2.014,0.777
2.016,0.777
2.018,0.786
2.020,0.798
2.022,0.821
2.024,0.821
2.026,0.828
2.028,0.834
2.030,0.843
2.032,0.861
2.034,0.877
2.036,0.895
2.038,0.912
2.040,0.930
2.042,0.943
2.044,0.943
2.046,0.952
2.048,0.955
2.050,0.943
2.052,0.943
2.054,0.946
2.056,0.943
2.058,0.952
2.060,0.946
2.062,0.955
2.064,0.952
2.066,0.973
2.068,0.970
2.070,0.964
2.072,0.955
2.074,0.955
2.076,0.946
2.078,0.952
2.080,0.943
2.082,0.955
2.084,0.952
2.086,0.937
2.088,0.930
2.090,0.903
2.092,0.895
2.094,0.886
2.096,0.877
2.098,0.886
2.100,0.873
2.102,0.861
2.104,0.864
2.106,0.828
2.108,0.828
2.110,0.821
2.112,0.812
2.114,0.798
2.116,0.773
2.118,0.755
2.120,0.734
2.122,0.728
2.124,0.707
2.126,0.682
2.128,0.676
2.130,0.659
2.132,0.650
2.134,0.655
2.136,0.650
2.138,0.616
2.140,0.594
2.142,0.576
2.144,0.564
2.146,0.555
2.148,0.555
2.150,0.546
2.152,0.525
2.154,0.501
2.156,0.501
2.158,0.498
2.160,0.498
2.162,0.498
2.164,0.494
2.166,0.498
2.168,0.494
2.170,0.494
2.172,0.489
2.174,0.480
2.176,0.480
2.178,0.489
2.180,0.485
2.182,0.485
2.184,0.485
2.186,0.485
2.188,0.494
2.190,0.494
2.192,0.498
2.194,0.510
2.196,0.516
2.198,0.516
2.200,0.516
2.202,0.519
2.204,0.519
2.206,0.519
2.208,0.510
2.210,0.507
2.212,0.507
2.214,0.507
2.216,0.507
2.218,0.507
2.220,0.498
2.222,0.498
2.224,0.501
2.226,0.498
2.228,0.498
2.230,0.498
2.232,0.494
2.234,0.507
2.236,0.507
2.238,0.498
2.240,0.498
2.242,0.507
2.244,0.510
2.246,0.510
2.248,0.510
2.250,0.507
2.252,0.507
2.254,0.516
2.256,0.516
2.258,0.498
2.260,0.498
2.262,0.498
2.264,0.489
2.266,0.507
2.268,0.510
2.270,0.519
2.272,0.516
2.274,0.507
2.276,0.498
2.278,0.501
2.280,0.501
2.282,0.501
2.284,0.501
2.286,0.501
2.288,0.501
2.290,0.485
2.292,0.480
2.294,0.489
2.296,0.494
2.298,0.485
2.300,0.476
2.302,0.467
2.304,0.460
2.306,0.433
2.308,0.430
2.310,0.433
2.312,0.442
2.314,0.464
2.316,0.464
2.318,0.471
2.320,0.464
2.322,0.471
2.324,0.471
2.326,0.467
2.328,0.467
2.330,0.467
2.332,0.467
2.334,0.467
2.336,0.464
2.338,0.451
2.340,0.471
2.342,0.457
2.344,0.457
2.346,0.457
2.348,0.457
2.350,0.457
2.352,0.457
2.354,0.457
2.356,0.457
2.358,0.451
2.360,0.451
2.362,0.442
2.364,0.442
2.366,0.439
2.368,0.439
2.370,0.439
2.372,0.439
2.374,0.430
2.376,0.430
2.378,0.439
2.380,0.439
2.382,0.451
2.384,0.451
2.386,0.451
2.388,0.451
2.390,0.460
2.392,0.460
2.394,0.460
2.396,0.460
2.398,0.467
2.400,0.476
2.402,0.480
2.404,0.489
2.406,0.485
2.408,0.485
2.410,0.476
2.412,0.467
2.414,0.485
2.416,0.489
2.418,0.485
2.420,0.489
2.422,0.480
2.424,0.489
2.426,0.489
2.428,0.489
2.430,0.489
2.432,0.489
2.434,0.489
2.436,0.489
2.438,0.498
2.440,0.498
2.442,0.501
2.444,0.501
2.446,0.485
2.448,0.480
2.450,0.480
2.452,0.480
2.454,0.460
2.456,0.460
2.458,0.464
2.460,0.464
2.462,0.467
2.464,0.467
2.466,0.471
2.468,0.476
2.470,0.485
2.472,0.480
2.474,0.476
2.476,0.471
2.478,0.457
2.480,0.457
2.482,0.457
2.484,0.457
2.486,0.442
2.488,0.442
2.490,0.442
2.492,0.430
2.494,0.412
2.496,0.421
2.498,0.442
2.501,0.426
2.503,0.439
2.505,0.433
2.507,0.430
2.509,0.426
2.511,0.433
2.513,0.430
2.515,0.417
2.517,0.394
2.519,0.373
2.521,0.399
2.523,0.408
2.525,0.403
2.527,0.382
2.529,0.348
2.531,0.308
2.533,0.330
2.535,0.391
2.537,0.430
2.539,0.412
2.541,0.369
2.543,0.330
2.545,0.299
2.547,0.290
2.549,0.260
2.551,0.224
2.553,0.242
2.555,0.251
2.557,0.260
2.559,0.230
2.561,0.155
2.563,0.042
2.565,-0.049
2.567,-0.155
2.569,-0.285
2.571,-0.399
2.573,-0.469
2.575,-0.512
2.577,-0.587
2.579,-0.687
2.581,-0.769
2.583,-0.821
2.585,-0.839
2.587,-0.857
2.589,-0.861
2.591,-0.845
2.593,-0.805
2.595,-0.782
2.597,-0.752
2.599,-0.712
2.601,-0.691
2.603,-0.651
2.605,-0.603
2.607,-0.587
2.609,-0.534
2.611,-0.442
2.613,-0.364
2.615,-0.285
2.617,-0.212
2.619,-0.124
2.621,-0.067
2.623,-0.028
2.625,0.006
2.627,0.046
2.629,0.099
2.631,0.169
2.633,0.230
2.635,0.264
2.637,0.317
2.639,0.360
2.641,0.378
2.643,0.399
2.645,0.421
2.647,0.457
2.649,0.467
2.651,0.451
2.653,0.464
2.655,0.451
2.657,0.451
2.659,0.471
2.661,0.464
2.663,0.467
2.665,0.467
2.667,0.494
2.669,0.494
2.671,0.494
2.673,0.494
2.675,0.494
2.677,0.498
2.679,0.498
2.681,0.494
2.683,0.485
2.685,0.485
2.687,0.494
2.689,0.507
2.691,0.519
2.693,0.534
2.695,0.537
2.697,0.528
2.699,0.537
2.701,0.546
2.703,0.555
2.705,0.564
2.707,0.559
2.709,0.559
2.711,0.564
2.713,0.564
2.715,0.564
2.717,0.564
2.719,0.564
2.721,0.564
2.723,0.550
2.725,0.550
2.727,0.550
2.729,0.550
2.731,0.559
2.733,0.559
2.735,0.559
2.737,0.559
2.739,0.559
2.741,0.567
2.743,0.567
2.745,0.567
2.747,0.580
2.749,0.573
2.751,0.573
2.753,0.580
2.755,0.573
2.757,0.573
2.759,0.598
2.761,0.598
2.763,0.603
2.765,0.603
2.767,0.603
2.769,0.610
2.771,0.603
2.773,0.603
2.775,0.610
2.777,0.610
2.779,0.610
2.781,0.616
2.783,0.625
2.785,0.625
2.787,0.616
2.789,0.616
2.791,0.625
2.793,0.625
2.795,0.616
2.797,0.616
2.799,0.619
2.801,0.625
2.803,0.628
2.805,0.628
2.807,0.634
2.809,0.646
2.811,0.637
2.813,0.637
2.815,0.637
2.817,0.643
2.819,0.650
2.821,0.659
2.823,0.668
2.825,0.682
2.827,0.703
2.829,0.707
2.831,0.712
2.833,0.707
2.835,0.728
2.837,0.746
2.839,0.759
2.841,0.764
2.843,0.782
2.845,0.786
2.847,0.794
2.849,0.794
2.851,0.794
2.853,0.807
2.855,0.828
2.857,0.828
2.859,0.837
2.861,0.843
2.863,0.852
2.865,0.868
2.867,0.877
2.869,0.886
2.871,0.895
2.873,0.903
2.875,0.900
2.877,0.900
2.879,0.907
2.881,0.912
2.883,0.921
2.885,0.916
2.887,0.916
2.889,0.907
2.891,0.916
2.893,0.912
2.895,0.921
2.897,0.916
2.899,0.921
2.901,0.925
2.903,0.930
2.905,0.930
2.907,0.937
2.909,0.930
2.911,0.934
2.913,0.925
2.915,0.912
2.917,0.907
2.919,0.895
2.921,0.886
2.923,0.873
2.925,0.861
2.927,0.846
2.929,0.834
2.931,0.816
2.933,0.803
2.935,0.791
2.937,0.794
2.939,0.755
2.941,0.752
2.943,0.737
2.945,0.725
2.947,0.719
2.949,0.703
2.951,0.694
2.953,0.682
2.955,0.659
2.957,0.637
2.959,0.610
2.961,0.607
2.963,0.573
2.965,0.564
2.967,0.567
2.969,0.564
2.971,0.555
2.973,0.550
2.975,0.550
2.977,0.555
2.979,0.534
2.981,0.537
2.983,0.534
2.985,0.516
2.987,0.489
2.989,0.494
2.991,0.494
2.993,0.498
2.995,0.498
2.997,0.494
2.999,0.498
3.001,0.494
3.003,0.510
3.005,0.507
3.007,0.498
3.009,0.498
3.011,0.525
3.013,0.519
3.015,0.519
3.017,0.519
3.019,0.510
3.021,0.510
3.023,0.501
3.025,0.498
3.027,0.494
3.029,0.498
3.031,0.498
3.033,0.498
3.035,0.519
3.037,0.519
3.039,0.519
3.041,0.510
3.043,0.507
3.045,0.507
3.047,0.507
3.049,0.507
3.051,0.489
3.053,0.480
3.055,0.480
3.057,0.485
3.059,0.501
3.061,0.498
3.063,0.494
3.065,0.485
3.067,0.498
3.069,0.498
3.071,0.489
3.073,0.489
3.075,0.516
3.077,0.519
3.079,0.519
3.081,0.519
3.083,0.501
3.085,0.498
3.087,0.501
3.089,0.498
3.091,0.498
3.093,0.498
3.095,0.498
3.097,0.489
3.099,0.485
3.101,0.485
3.103,0.489
3.105,0.480
3.107,0.457
3.109,0.448
3.111,0.451
3.113,0.451
3.115,0.421
3.117,0.417
3.119,0.412
3.121,0.408
3.123,0.408
3.125,0.403
3.127,0.412
3.129,0.417
3.131,0.417
3.133,0.408
3.135,0.399
3.137,0.391
3.139,0.382
3.141,0.378
3.143,0.382
3.145,0.391
3.147,0.378
3.149,0.378
3.151,0.387
3.153,0.378
3.155,0.399
3.157,0.403
3.159,0.403
3.161,0.408
3.163,0.426
3.165,0.433
3.167,0.442
3.169,0.448
3.171,0.426
3.173,0.426
3.175,0.426
3.177,0.426
3.179,0.412
3.181,0.412
3.183,0.417
3.185,0.417
3.187,0.426
3.189,0.421
3.191,0.421
3.193,0.421
3.195,0.421
3.197,0.426
3.199,0.426
3.201,0.426
3.203,0.433
3.205,0.426
3.207,0.426
3.209,0.421
3.211,0.403
3.213,0.408
3.215,0.408
3.217,0.408
3.219,0.382
3.221,0.382
3.223,0.382
3.225,0.387
3.227,0.378
3.229,0.373
3.231,0.378
3.233,0.373
3.235,0.373
3.237,0.382
3.239,0.391
3.241,0.399
3.243,0.394
3.245,0.391
3.247,0.387
3.249,0.378
3.251,0.369
3.253,0.369
3.255,0.364
3.257,0.373
3.259,0.364
3.261,0.364
3.263,0.373
3.265,0.373
3.267,0.351
3.269,0.342
3.271,0.339
3.273,0.324
3.275,0.351
3.277,0.351
3.279,0.351
3.281,0.351
3.283,0.342
3.285,0.342
3.287,0.342
3.289,0.342
3.291,0.348
3.293,0.351
3.295,0.360
3.297,0.364
3.299,0.364
3.301,0.364
3.303,0.369
3.305,0.369
3.307,0.342
3.309,0.342
3.311,0.342
3.313,0.342
3.315,0.378
3.317,0.378
3.319,0.382
3.321,0.382
3.323,0.391
3.325,0.399
3.327,0.399
3.329,0.408
3.331,0.408
3.333,0.408
3.335,0.408
3.337,0.408
3.339,0.394
3.341,0.394
3.343,0.399
3.345,0.399
3.347,0.399
3.349,0.391
3.351,0.387
3.353,0.387
3.355,0.378
3.357,0.378
3.359,0.387
3.361,0.394
3.363,0.412
3.365,0.412
3.367,0.412
3.369,0.412
3.371,0.394
3.373,0.394
3.375,0.394
3.377,0.394
3.379,0.391
3.381,0.391
3.383,0.391
3.385,0.387
3.387,0.378
3.389,0.378
3.391,0.373
3.393,0.373
3.395,0.378
3.397,0.378
3.399,0.378
3.401,0.373
3.403,0.382
3.405,0.382
3.407,0.387
3.409,0.387
3.411,0.403
3.413,0.403
3.415,0.403
3.417,0.403
3.419,0.394
3.421,0.387
3.423,0.382
3.425,0.373
3.427,0.355
3.429,0.342
3.431,0.342
3.433,0.351
3.435,0.355
3.437,0.364
3.439,0.351
3.441,0.348
3.443,0.342
3.445,0.348
3.447,0.355
3.449,0.360
3.451,0.364
3.453,0.369
3.455,0.330
3.457,0.312
3.459,0.303
3.461,0.299
3.463,0.269
3.465,0.251
3.467,0.282
3.469,0.312
3.471,0.364
3.473,0.394
3.475,0.378
3.477,0.317
